row_id,내용,상세내용,주장/검증매체
663,금감원 자산운용사 의결권 행사지원하는 공시정보 DB구축,"['개선', '협회', '비교', '행사', '개정', '의결권', '기준', '금감원', '방안', '과거', '거래소', '운용', '가이드라인', '논의', '자산운용', '보완', '유형', '정보', '공시', '사의']",머니투데이
664,SK이노 소액주주 국민연금에 SOS 큰손의 선택은,"['도입', '경영', '주주', '회사', '행동', '행사', '보유', '대표', '소액', '요구', '활용', '분할', '반대', '결정', '목소리', '교환', '가치', '이전', '보호', '적용', '가능성', '기업', '노력', '주가', '자회사', '언급', '소급', '경우', '기존', '목적', '상장', '제도', '방식', '투자', '상황', '계획', '국민연금', '일반', '부터', '주식', '관계자']",비즈워치
665,다날 실적부진에 경쟁업체보다 주가 약세,"['최근', '상대', '한국', '결제', '업체', '영업', '기간', '사이버', '반등', '반면', '주가', '실적', '대비', '경쟁', '게임', '투자', '매출', '이익', '모바일', '증가']",파이낸셜뉴스
666,다산네트웍스다음해외발 훈풍에 주가 쑥쑥,"['계약', '게임', '중국', '주가', '다음', '급등', '장비', '업체', '생산', '평가', '하이', '공급']",매일경제
667,ET투자뉴스코오롱글로벌관련종목들 혼조세 건설업업종 118퍼센트,"['비교', '상승', '대형', '대의', '매수', '목표', '산업', '외국인', '분석', '매매', '비중', '기록', '글로벌', '증권사', '건설업', '기준', '개인', '변동성', '의견', '평균', '추가', '거래', '수익률', '가능성', '진흥', '기업', '주가', '주요', '상태', '수준', '타운', '대비', '업종', '주체', '종목', '매물', '투자', '제시', '지지', '전자신문', '위험', '유지', '매도', '기관', '가격', '최근']",전자신문
668,팩트체크바이든이 원전 인수위 홈피엔 첨단원전 신속 상업화,"['위원회', '청정', '관련', '비용', '추진', '대통령', '당선인', '원자로', '원전', '홈페이지', '에너지', '문화', '기술', '취임식', '정책', '기후변화', '차세대', '투자', '탄소']",문화일보
669,신한울원전 3 4호기 건설재개 청원 2만여명 동의,"['발전', '호기', '청원', '계획', '청와대', '정부', '원전', '촉구', '건설']",매일신문
670,탄소제로 원전은 쏙 빼고 탄소중립 전략 발표한 정부,"['이행', '전망', '비용', '구체', '추진', '대통령', '목표', '활용', '원전', '조성', '석탄', '에너지', '방안', '국민', '전략', '기업', '부총리', '국가', '내용', '발표', '대응', '발생', '정부', '중립', '제시', '선언', '배출', '기후', '국내', '기금', '검토', '탄소']",조선일보
671,탄소제로 원전은 쏙 빼고 탄소중립 전략 발표한 정부,"['이행', '전망', '비용', '구체', '추진', '대통령', '목표', '활용', '원전', '조성', '석탄', '에너지', '방안', '국민', '전략', '기업', '부총리', '국가', '내용', '발표', '대응', '발생', '정부', '중립', '제시', '선언', '배출', '기후', '국내', '기금', '검토', '탄소']",조선일보
672,범죄 온상 빈집 철거시 재산세 더 늘어 세제 인센티브 달라,"['개선', '해결', '보고서', '주택', '사람', '해당', '문제', '한국', '토지', '대상', '부과', '센티', '재산', '소유자', '빈집', '재산세', '방안', '정비', '이상', '파악', '세제', '정책', '과세', '조치', '세금', '자진', '부담', '가구', '지방세', '법적', '연구원', '방치', '증가', '농어촌']",머니S
673,현실과 괴리된 세계 경제지표 버블 재현 가능성에 긴장,"['사상', '지속', '유로화', '처럼', '주택', '괴리', '예상', '상승', '버블', '붕괴', '회사채', '신축', '기록', '금리', '침체', '경기', '감소', '변화', '이상', '시장', '연방', '상승세', '지표', '소비', '하락', '관계', '기업', '자산', '수준', '유럽', '지수', '발생', '대비', '경우', '이후', '제조업', '원자재', '모습', '은행', '대출', '상황', '일반', '현실', '유지', '국채', '실물', '역대', '가격', '부도', '증가']",시사저널
674,내 돈으로 내가 복구농업분야 자연재해보상 현실화해야,"['대책', '비용', '복구', '피해', '대상', '발의', '보상', '기준', '지원', '나머지', '농민', '부담', '보험', '발생', '경우', '정부', '기존', '농작물', '융자', '농가', '농업', '재해']",농민신문
675,마이크로 LED 패널 값 4년 뒤 4분의 1로시장 대만에 뺏길라,"['패널', '프리미엄', '중형', '전망', '업계', '비용', '수요', '개발', '대만', '국내', '소형', '업체', '디스플레이', '가격', '시장']",서울경제
676,광주시 부동산 특별사법경찰 운영투명한 거래시장 조성,"['수사', '부동산', '공인', '중개사', '광주', '사법', '단속', '행위', '불법', '중개업', '시장', '거래']",뉴스1
677,제2의 강남  과천 3기 신도시 인근 주암동 토지매각,"['임야', '예상', '지하철', '개발', '토지', '신도시', '지역', '위치', '일대', '강남', '가치', '과천', '주변', '대규모', '시세', '매각', '기업', '형성', '서초', '입지', '현장', '양재', '필지', '건축', '주거', '인근', '지구']",매일경제
678,투명한 거래시장 조성 광주광역시 부동산 특별사법경찰 운영,"['수사', '부동산', '단속', '행위', '불법', '중개업', '시장', '거래']",머니S
679,재건축지도실거래가 올랐다고요현장은 시큰둥,"['문의', '주택', '구역', '경신', '압구정', '상승', '대형', '토지', '분위기', '최고', '매수', '대표', '평형', '서울', '기자', '기준', '현금', '중개업', '신규', '시장', '부동산', '거래', '얘기', '아파트', '면적', '완화', '가구', '현장', '집주인', '진입', '이후', '물이', '사진', '매물', '허가', '사비', '상황', '수요', '인근', '재건축', '증가', '전용', '수익', '가격', '최근']",비즈워치
680,목동 재건축 신고가 행진거래도 5배 쑥,"['설명', '구역', '예상', '토지', '최고', '기획', '서울시', '정비', '지정', '건수', '거래', '신속', '사업', '허가', '지난달', '작년', '확정', '계획', '재건축', '상향', '전용', '최근']",한국경제
681,고용유지 지원 해줬는데 상황 바뀌니 임금인상부터 주장,"['개선', '업계', '한국', '회사', '임금', '협상', '행위', '요구', '국내선', '산업', '필수', '쟁의', '파업', '고용', '지원', '최대', '이후', '정부', '인상', '사진', '항공사', '아시아나', '상황', '선언', '합의', '부터', '유지', '노조', '항공', '관계자']",머니S
682,사표 쓰라는 말에 출근 안해부당해고 구제받을까,"['신청', '버스', '해고', '회사', '판정', '부당', '파기', '관리', '출근']",국민일보
683,중기소상공인 최저임금 오르면 직원 해고할 수밖에,"['경영', '위원회', '회장', '공인', '고용', '최저임금', '업자', '이상', '회의', '중소기업', '실제', '동결', '직원', '상공', '실시', '노사', '기존', '근로자', '인상', '응답', '상황', '입장', '내년', '자영', '최근']",파이낸셜뉴스
684,가혹한 상속세미래 투자커녕 탈법 내몰려,"['세계', '기업', '상속세', '포기', '세금', '가치', '우리나라', '회사', '국내', '세율', '최고', '제조업', '중소기업', '상속', '사례']",서울경제
685,윤성민 칼럼 약탈적 상속세 어떻게 바로잡아야 하나,"['도입', '세계', '한도', '처럼', '면제', '한국', '규모', '최고', '유산', '소득', '세율', '창업', '폐지', '적용', '세제', '상속세', '세금', '사망자', '국가', '부담', '취득세', '일본', '방식', '원칙', '상향', '스웨덴', '상속']",한국경제
686,천광암 칼럼약탈적 상속세 그대로 2년차 정부 맹탕 세제 개편안,"['경영', '세계', '한국', '회사', '공약', '최고', '윤석열', '유산', '영국', '위협', '킬러', '기준', '세율', '승계', '기업', '상속세', '세금', '부담', '취득세', '정부', '제도', '방식', '가업', '규제', '상속', '독일']",동아일보
687,사설 상속세 내려 담보대출 76조 가장 가혹한 세제 수술할 때다,"['세계', '회원', '기업', '상속세', '대출', '주주', '부담', '수준', '담보', '최고', '주식', '일가']",서울경제
688,단독 한국 태양광은 중국산 천지이러다 우리 미래 빼앗긴다,"['제품', '비중', '중국', '급증', '한국', '저가', '태양광', '국내', '부품', '중국산', '기술', '정부', '산업', '시장', '최근', '올해']",매일경제
689,폴리실리콘 반등했는데 중국산 프리미엄까지OCI홀딩스 반색,"['예상', '업체', '홀딩스', '국산', '비중', '중국', '사용', '제한', '기준', '태양광', '중국산', '수준', '경우', '제품', '그동안', '모듈', '수요', '수입', '생산', '가격', '최근']",이데일리
690,폴리실리콘 반등했는데 중국산 프리미엄까지OCI홀딩스 반색,"['예상', '업체', '홀딩스', '국산', '비중', '중국', '사용', '제한', '기준', '태양광', '중국산', '수준', '경우', '제품', '그동안', '모듈', '수요', '수입', '생산', '가격', '최근']",이데일리
691,소상공인 고민해결사 인천지식재산센터 특허가 힘이다,"['운영', '제품', '기업', '분쟁', '종합', '지식', '센터', '컨설팅', '지원', '프로그램', '개발', '창업', '특허', '교육', '예비', '인천', '중소기업']",경기일보
692,로터리 마음 건강을 응원해주세요,"['개선', '시설', '정책', '의료', '서비스', '치료', '정신질환', '건강', '관련', '체계', '사회', '입원', '정신건강', '정신']",서울경제
693,잼버리 사태 벌어져서야 뒤늦게 문제점 지적 사전 취재 부실 반성해야,"['입시', '위원', '세계', '사람', '기사', '지적', '문제', '인터뷰', '저출산', '관련', '과학자', '집중', '초전도체', '출산', '임금', '가해자', '가족', '오염수', '원자력', '전체', '잼버리', '비중', '과학', '기자', '예산', '소식', '흉기', '지원', '피해자', '총장', '상온', '위원장', '조선일보', '내용', '청장', '폭로', '방류', '대학', '이후', '교수', '자살', '언론', '통계', '재난', '보도', '중심', '의혹', '사진', '범죄', '원인', '강조', '기소', '서울대', '교사', '학생', '최근', '육아휴직', '독자']",조선일보
694,외롭고 괴로운 한국 사회 고립아동학대 급증 자살률 최고,"['자살률', '명당', '아동학대', '한국', '실업률', '기준', '인구', '기간', '발생', '안전', '이상', '사회', '증가', '범죄']",한국일보
695,2027년까지 자살률 30퍼센트 낮춘다생명존중 안심마을 조성종합,"['마을', '캠페인', '문제', '건강', '대책', '추진', '지역', '목표', '전국', '서울', '유발', '지원', '인구', '생명', '감소', '용도', '방안', '안심', '활동', '존중', '정책', '시도', '자살률', '모니터링', '기본', '사망자', '치료', '내용', '수준', '예방', '발생', '확대', '연합뉴스', '판매', '경우', '이후', '정부', '자살', '정신건강', '재난', '명당', '정보', '제공', '센터', '계획', '유족', '위험', '부터']",연합뉴스
696,고용보험 외국인만 급증실업급여 또 10만명대,"['부문', '동향', '고용부', '노동시장', '취업', '급여', '외국인', '가입자', '영향', '고용', '감소', '활동', '적용', '의무', '청년', '보험', '확대', '근로자', '사업', '지난달', '구직', '증가']",파이낸셜뉴스
697,편의점도 내린 커피값 프랜차이즈는,"['용량', '업계', '편의점', '기준', '상품', '브랜드', '커피', '가격', '프랜차이즈', '안정화']",JIBS
698,르포손님도 없는데 에어컨만 풀가동쓰린 속 달래는 카페식당,"['손님', '사장', '요금', '걱정', '부담', '서울', '기자', '급등', '휴가', '대비', '전기', '물가', '에너지', '채소', '카페', '가격', '올해', '에어컨']",뉴스1
699,만만한 게 프랜차이즈1회용컵 보증금제 시행에 가맹점주만 울상,"['매장', '발주', '시간', '업계', '비용', '보증', '대상', '구매', '시스템', '경쟁력', '환경부', '음료', '방안', '프랜차이즈', '정책', '점주', '금제', '부담', '가맹', '보증금', '준비', '커피', '카페', '정부', '제도', '시행', '상황']",뉴스1
700,팩트체크 국채는 사실 안 갚는데 지방채는 갚아야 한다,"['지방자치단체', '한도', '관련', '만기', '역할', '상환', '체크', '서울', '기자', '지원', '발행', '재정', '국회', '코로나', '발언', '국가', '규정', '지방채', '이재명', '연합뉴스', '경우', '기존', '정부', '교수', '팩트', '대출', '가계부채', '상황', '지사', '국채', '승인', '관계자']",연합뉴스
701,이재명 지방채 발행해서라도 경기도민 재난지원금 논의 중,"['원금', '코로나', '사용', '통신비', '지방채', '매출', '지원', '지사', '발행', '경기', '지역화폐', '정부', '추가', '센티', '재난']",세계일보
702,비용 늘고 매물은 줄고독일 임대료 상승 한인 고충,"['주택', '사람', '임대료', '매매', '신규', '부동산', '한인', '아파트', '하락', '임대', '대부분', '유학생', '프로젝트', '지난해', '매물', '이메일', '상황', '가격', '건설', '월세', '독일']",YTN
703,만원 임대주택으로 청년 잡기 나섰지만베드타운 전락 등 기대우려 교차,"['예정', '위기', '주택', '지적', '대책', '추진', '신혼부부', '지역', '대상', '임대료', '소득', '이하', '기준', '지원', '인구', '정책', '아파트', '청년', '복지', '임대', '가구', '광주', '지방', '임대주택', '경우', '사업', '전남', '제공', '주거', '소멸', '대응', '일자리']",노컷뉴스
704,10년 민간임대 광양 산이고운 마린파크 견본주택 개관 중,"['시스템', '임대', '거주', '공사', '분양', '임대료', '산업', '터미널']",뉴스1
705,나라살림연구소 종부세는 징벌적 과세도 부유세도 아냐,"['주택', '시가', '자의', '보유', '목표', '세대', '유세', '공시가격', '세율', '이상', '국민', '문재인', '부동산', '종부세', '장기', '경우', '정부', '연구소', '상위', '실효', '원인', '합의', '증가']",세계일보
706,이슈워치말바꾸기 판치는 대선,"['공약', '임금', '선거', '최고', '배치', '법인세', '서울', '명목', '세율', '이상', '방안', '선관위', '문재인', '정책', '의료', '복지', '부담', '후보', '시점', '인상', '대선', '실효', '상황', '투표', '부터', '유권자']",서울경제
707,831 대책 이후 종부세 인상폭 등 서 칼질 별러,"['가능성', '인상', '실효', '주택', '유세', '통과', '종부세', '기준', '과정', '중과', '여야', '세율', '검토', '국회', '정부', '부동산', '세제']",한국경제
708,2주택자 양도세중과 1년 유예 검토,"['설명', '주택', '관련', '대책', '보유', '대상', '유세', '포인트', '유예', '중과', '세수', '방안', '세율', '취득', '국민', '보호', '거래', '부동산', '정책', '부총리', '세금', '종합', '가구', '정부', '논의', '방침', '일반', '검토', '폭탄', '도세']",매일경제
709,서산 오피스텔 임대업체 집주인세입자 상대로 사기 의혹,"['경찰', '계약', '임대', '임차', '오피스텔', '피해', '업체', '임대료', '집주인', '관리', '조사']",연합뉴스
710,경제법안 돋보기 결혼출산하면 손해 월세공제신혼주택 소득 기준 높인다,"['세액', '주택', '전세', '사람', '문제', '공제', '환수', '추진', '신혼부부', '급여', '규모', '대상', '발의', '소득', '이하', '서울', '기준', '자녀', '정치', '세수', '결혼', '민주당', '국회', '국민', '사회', '공감', '정책', '자금', '상반기', '내용', '확대', '경우', '최대', '정부', '기존', '뉴스', '대출', '야당', '부부', '금액', '의원', '법안', '혜택', '여당', '개정안', '월세', '미성년']",조선비즈
711,역전세난 내년 7월엔 사라집니다 아팟트,"['주택', '전세', '사람', '문제', '지역', '활용', '측면', '이슈', '반환', '부분', '우려', '마련', '기준', '지금', '하반기', '중과', '시장', '세법', '상반기', '보증금', '취득세', '입자', '지방', '경우', '교수', '정부', '공급', '오늘', '제도', '정도', '계약', '대출', '주거', '집값', '역전', '부터', '비율', '내년', '가격', '월세']",아시아경제
712,역전세난 해소 기대 커지지만수도권아파트나 해당,"['전세', '상승', '보증', '전국', '우려', '사고', '서울', '회복', '해소', '부동산', '아파트', '하락', '완화', '보증금', '수준', '수도권', '경우', '대출', '위험']",이데일리
713,한미연합 훈련 돌입한경협 새출발이번주21에서 25일 주요일정,"['그룹', '전망', '전경련', '탈퇴', '자유', '범행', '중국', '서울', '훈련', '흉기', '경기', '진행', '삼성', '기준금리', '방패', '뉴스', '한미', '계획', '이번']",뉴스1
714,안재용 SK바이오사이언스 대표 상반기 제약바이오 업계 연봉 1위,"['지표', '상반기', '제약', '지급', '회장', '보수', '급여', '대표', '바이오']",문화일보
715,호실적에 면역증강제 효능 확인까지차바이오그룹 주가 강세Why 바이오,"['강제', '기업', '면역', '상반기', '주가', '백신', '연구', '매출', '개발', '활성화', '이번', '기술', '연구소', '바이오', '증가']",서울경제
716,신종감염병 백신치료제 시장 진입 빨라진다,"['제품', '과학', '허가', '혁신', '치료', '식품', '부터', '규제', '기술', '의약품', '근거']",세계일보
717,제약바이오 올림푸스한국 잡플래닛 선정 2023 상반기 워라밸 1위 기업,"['그룹', '세계', '지속', '캠페인', '사람', '아이', '한국', '관련', '영상', '메시지', '질병', '약품', '대상', '봉사', '가족', '질환', '목표', '소득', '국제', '글로벌', '참여', '백신', '지원', '부금', '선정', '활동', '문화', '진행', '의약품', '기업', '직원', '의료', '국가', '치료', '어린이', '휴가', '예방', '동아', '연구소', '도움', '환자', '사업', '심리', '제공', '시행', '전달', '주민', '부터', '미래', '기부', '인증', '생각']",ZDNet Korea
718,미국 현상금 걸린 북한 사이버 범죄지난해만 22조 공격은 무차별,"['중국', '마련', '설정', '다음', '재생', '가상', '화폐', '북한', '자막', '해상도', '자동', '제보', '뉴스', '조사', '사이버', '범죄']",KBS
719, 100억 빼돌린 암호화폐 거래소 비트소닉 대표 구속기소,"['자체', '시스템', '발행', '현금', '신씨', '거래소', '거래', '암호', '컴퍼니', '자금', '자산', '화폐', '조작', '코인', '싱가포르', '운영', '검찰', '혐의', '매출', '가상', '가격', '허위']",파이낸셜뉴스
720,유니클로 창업자 임금 올려야 우수한 젊은 인재 온다,"['리테일', '설명', '사장', '사람', '글로벌', '기업', '인재', '회사', '회장', '해외', '일본', '연봉', '나이', '육성', '유니클로', '최대']",매일경제
721,일본중국선 하면서 한국은 왜리폼에 올인 유니클로의 진심은 정슬기의 가치소비,"['도입', '세계', '매장', '캠페인', '서비스', '한국', '지역', '장애', '영업', '의류', '지원', '장애인', '스튜디오', '측은', '진행', '올해', '맞춤', '단체', '일본', '입지', '유니클로', '경우', '운영', '사업', '학교', '참가자', '제공', '계획', '코리아', '지난해', '특수']",매일경제
722,단독 유니클로 국내서 블루종가디건 등 제품가 인상최대 29퍼센트,"['제품', '인상', '서울', '유니클로', '코리아', '브랜드', '가격', '블루']",뉴시스
723,단독 소비기한 경과 상품입니다 CU 음성안내 업계 첫 도입,"['도입', '안내', '소비', '화면', '문구', '업계', '시스템', '편의점', '경과', '기간', '상품', '유통', '식품', '음성', '기능', '기한', '판매', '경우']",뉴시스
724,실적 신기록 쓴 K톡신 삼총사 글로벌 뷰티시장 눈도장,"['중국', '기록', '영업', '기준', '시장', '동기', '올해', '국내외', '해외', '실적', '대비', '판매', '최대', '제품', '허가', '매출', '이익', '국내', '증가']",파이낸셜뉴스
725,리보금리 산출 중단 코앞대체 CD금리 신뢰 높인다,"['협의', '지표', '계약', '중단', '금리', '다음', '현황', '계획', '산출', '부터', '기반', '국내', '금융', '전환', '기관', '거래', '대체', '단기']",SBS Biz
726,팩트체크 한국은행이 5만원권 발행 중단아니다,"['한국은행', '지역', '부족', '시중', '체크', '서울', '금리', '기자', '발행', '농협', '코로나', '내용', '연합뉴스', '인터넷', '공급', '팩트', '사진', '지점', '중단', '수요']",연합뉴스
727,인력 충원정규직 전환 일부 합의진료 정상화,"['운영', '환자', '직원', '파업', '설정', '재생', '병원', '합의', '인력', '노사', '자막', '해상도', '부터', '자동', '전환', '부산', '정규직']",KBS
728,해병 전 수사단장 사건 군검찰수사심의위서 다룬다,"['위원', '위원회', '신청', '심의', '수사', '검찰', '혐의', '장관', '관련', '사건', '지침', '국방부', '국민', '구성', '특검']",한겨레
729,새로운 도약 부울경 방산원전 중추기지로  창원의 미래 50년 책임질 성장 기반 마련,"['기업', '국가', '특례', '수소', '방산', '대표', '산업', '시장', '원전', '도시']",중앙일보
730,두산에너빌리티 1조6000억 원 규모 이집트 원전 수주,"['체결', '계약', '기업', '호기', '공사', '발생', '두산', '원자로', '수주', '건설', '터빈', '원전']",국제신문
731,땅은 누구의 생산품도 아닌데토지공개념 살려야 투기 잡는다,"['주택', '사람', '상승', '투기', '토지', '실현', '보유', '임대료', '초과', '결정', '인간', '소득', '세상', '연속', '조성', '효율', '정책', '걱정', '토론회', '임대', '수준', '차이', '소장', '장기', '임대주택', '접근', '개념', '보장', '이용', '공공', '주거', '연대', '가격']",한겨레
732,한국인보다 더 한국을 사랑한 일본인 독립운동가,"['독립', '한국', '토지', '인권', '선정', '조선', '국가', '단체', '일본', '대한민국', '사랑', '이후', '정부', '일제', '정의', '운동', '재판', '시절', '변호사', '국내', '한국인']",오마이뉴스
733,종부세에 대한 오해와 진실 그리고 토지사개념,"['명문', '주택', '사람', '정신', '헌법', '금지', '관련', '환수', '투기', '토지', '보유', '금융', '가족', '근거', '칼럼', '손해', '자유', '결정', '매매', '이유', '재산권', '소득', '세대', '유세', '인식', '지금', '소유', '중과', '생활', '양도소득세', '이상', '부동산', '프레', '정책', '조문', '과세', '종합', '위헌', '현행', '헌법재판소', '개념', '교수', '정부', '실패', '제도', '합산', '수단', '동아일보', '지사', '일반', '현실', '만약', '도세', '불로소득']",프레시안
734,종부세에 대한 오해와 진실 그리고 토지사개념,"['명문', '주택', '사람', '정신', '헌법', '금지', '관련', '환수', '투기', '토지', '보유', '금융', '가족', '근거', '칼럼', '손해', '자유', '결정', '매매', '이유', '재산권', '소득', '세대', '유세', '인식', '지금', '소유', '중과', '생활', '양도소득세', '이상', '부동산', '프레', '정책', '조문', '과세', '종합', '위헌', '현행', '헌법재판소', '개념', '교수', '정부', '실패', '제도', '합산', '수단', '동아일보', '지사', '일반', '현실', '만약', '도세', '불로소득']",프레시안
735,수소발전 입찰시장 열린다두산퓨얼셀에 쏠리는 눈,"['도입', '예정', '청정', '개발', '두산', '산업', '중국', '수소', '이상', '전지', '시장', '연료', '올해', '의무', '기업', '해외', '입찰', '실적', '공급', '제도', '발전', '계획', '일반', '국내', '생산', '가격', '최근']",뉴스1
736,중국 업체 입찰 허용 논란에 한전 결정된 바 없다,"['예정', '세계', '시민단체', '관련', '지역', '업체', '산업', '우려', '중국', '한국전력', '참여', '경쟁력', '정전', '국민', '방법', '조달', '전력', '입찰', '저가', '수주', '정부', '사업', '계약', '한전', '국내']",세계일보
737,이창양 전기요금 인상폭한전 자구책 미정조만간 조정종합,"['개선', '자원부', '결과', '관련', '폴란드', '수렴', '산업', '결정', '원전', '뉴시스', '반도체', '세종', '우려', '플러스', '라며', '민간', '서울', '기자', '체코', '사이', '의견', '오후', '하반기', '에너지', '국민', '진행', '올해', '달성', '요금', '관계', '노력', '절차', '법률', '중이', '전기', '경우', '소송', '정부', '가스', '수출', '한수원', '자구', '통상', '인상', '분쟁', '지난해', '한전', '장관', '협력', '산업부', '오프닝', '부터', '전환', '협의', '용역', '여당', '최근']",뉴시스
738,한전 업체 전력사업 입찰 논란안보 위협 vs 공정경쟁,"['업계', '청원', '관련', '지역', '업체', '안보', '결정', '국제', '중국', '한국전력', '참여', '국민', '방법', '조선', '기업', '국가', '전선', '전력', '입찰', '공기업', '사업', '계약', '비즈', '한전', '국내', '자격', '관계자']",조선비즈
739,환율 장중 1343원까지 상승5월 17일 연고점 수준,"['긴축', '통화', '강세', '상승', '확인', '외국인', '시장', '거래', '환율']",이데일리
740,환율 연고점 눈앞환율 떨어질 재료 안 보여1350원 저항선이나 의미없다,"['설명', '위원', '중국', '투자', '자체', '리스크', '상황', '이벤트', '위안화', '약세', '환율']",이데일리
741,식약처 마스크 매점매석 시장교란 집중 단속,"['집중', '식약처', '행위', '업체', '신고', '조사', '초과', '뉴시스', '반환', '판매량', '영업', '보관', '평균', '사업자', '시장', '마스크', '단속', '판매', '경우', '공급', '상황', '부터', '매점매석']",뉴시스
742,마스크 매점매석 단속 연말까지 3개월 연장종합,"['고시', '연장', '코로나', '기업', '여부', '해당', '금지', '판단', '매점매석', '기준', '마스크', '기간', '뉴스', '행위', '생산', '정부', '유효']",뉴스1
743,일주일 만에마스크 매점매석사기 165건 단속,"['경찰', '마스크', '단속', '유통', '적발', '업체', '연합뉴스', '사기', '매점매석']",연합뉴스TV
744, 49년된 최고령 원전까지 재가동제2의 후쿠시마 우려,"['가동', '호기', '시작', '우려', '요금', '사고', '후쿠시마', '전력', '일본', '노후', '부터', '이상', '케이', '원전', '운전', '운용']",아시아경제
745,폴란드체코UAE서 잭팟 기대  정부 원전 영업사원 대거 파견,"['한도', '심사', '한국', '폴란드', '프로그램', '규모', '산업', '원전', '파견', '지원', '추가', '기업', '자금', '정부', '한수원', '수출', '네덜란드', '중소', '사업', '대출', '계획', '산업부', '이번', '건설', '체코']",매일경제
746,단독땅위의 수십배 바다위 산재해수부가 관리 가닥노동판,"['개선', '육상', '위원회', '관련', '체계', '해양', '평가', '사정', '어선', '산업', '발의', '노동자', '작업', '개정', '마련', '입법', '사고', '환경', '기자', '기준', '관리', '노동', '내용', '노사', '예방', '안전', '보건', '책임', '논의', '사업', '합의', '의원', '이번', '재해', '개정안']",노컷뉴스
747,매몰되고 치이고국내 건설현장 사망자 10명중 1명은 외국인,"['최근', '사장', '업체', '외국인', '노동자', '작업', '신축', '사고', '건설업', '사망', '사망자', '현장', '발생', '업종', '안전', '연합뉴스', '교육', '베트남', '근로자', '건설', '지난해']",연합뉴스
748,타지서 한날한시에 안성 공사장 사망자는 베트남 형제였다,"['설정', '중대', '한국', '공사', '붕괴', '작업', '사고', '국적', '해상도', '이상', '사망', '상태', '형제', '재생', '아내', '현장', '발생', '베트남', '오전', '유족', '병원', '재해', '화면', '처벌', '건설']",중앙일보
749,정우택 여객터미널의 안정적 운영 위한 세금 경감 필요지방세특례제한법 개정안 발의,"['위원회', '여객', '발의', '사용', '자동차', '소속', '재산세', '국회', '국민', '터미널', '부동산', '시설', '부담', '지방세', '안전', '운영', '사업', '안정', '의원', '행정']",문화일보
750,관심 쏠린 사안에 레카법 우르르1개 법안을 13분만에 뚝딱,"['도입', '보고서', '심사', '문제', '한국', '폐기', '관련', '과정', '상임', '제출', '발의', '분석', '품질', '입법', '영향', '기준', '국회', '국민', '사회', '절차', '주요', '완화', '법률', '사전', '경우', '정부', '국회의원', '제도', '심의', '대기업', '필요', '사건', '입법조사처', '의원', '법안', '연구원', '여야', '규제', '미래', '검토', '증가', '건의']",한겨레
751,가스 충전소주유소 금연구역 추가 지정해야잇단 법안 발의,"['구역', '건강', '발의', '주유소', '전기차', '금연', '과태료', '국회', '국민', '흡연', '지정', '내용', '화재', '경우', '충전', '위험', '의원', '법안', '개정안']",파이낸셜뉴스
752,타다 금지 여객법 개정안 국토위 법안소위 통과,"['사업', '위원회', '여객', '교통', '통과', '자동차', '운송', '영업', '시행', '여야', '법안', '의원', '국회', '플랫폼', '회의', '개정안', '국토', '처리']",한겨레
753,강원특별자치도 경제 성장 견인차 역할하겠습니다 fn이사람,"['강원', '프로그램', '인력', '지역', '평가', '인프라', '산업', '원장', '성장', '역할', '반도체', '조성', '지원', '기술', '실증', '기업', '구축', '육성', '테스트', '대학', '교육', '운영', '사업', '도내', '발전', '양성', '센터', '계획', '특별', '기반', '장비']",파이낸셜뉴스
754,사설 국민 특검 박영수의 몰락50억 클럽 수사 속도 내야,"['수사', '검찰', '혐의', '청탁', '사건', '불법', '구속', '특검', '의혹']",중앙일보
755, 기소 잘못해 외환은행 무죄 vs 한동훈 중요부분 유죄,"['무죄', '수사', '검찰', '장관', '서울', '중재', '사건', '판정', '민주당', '의원', '주가조작', '기소', '법인', '대표', '국회', '유죄', '론스타']",뉴시스
756,목요일 아침에 개혁의 승률,"['당장', '마련', '개혁', '불만', '계획', '투기', '국민', '정부', '산업', '성장', '부동산']",서울경제
757,전국 25곳 토지투기지역 대상 새로 올라,"['전국', '서울', '충남', '경기', '승률', '토지', '지역', '지정', '땅값', '건설', '거래']",연합뉴스
758,빌딩한우와인 이어 경주마도 질주 조각투자 전성시대,"['도입', '서비스', '업계', '금융', '소액', '대상', '출범', '신탁', '투자자', '진행', '시장', '거래', '공동', '구축', '자산', '플랫폼', '방식', '투자', '증권']",조선일보
759,일본중국선 하면서 한국은 왜리폼에 올인 유니클로의 진심은 정슬기의 가치소비,"['도입', '세계', '매장', '캠페인', '서비스', '한국', '지역', '장애', '영업', '의류', '지원', '장애인', '스튜디오', '측은', '진행', '올해', '맞춤', '단체', '일본', '입지', '유니클로', '경우', '운영', '사업', '학교', '참가자', '제공', '계획', '코리아', '지난해', '특수']",매일경제
760,굿모닝브리핑 유니클로 매출 1위 탈환 맥주는 품귀,"['매장', '최근', '사람', '기사', '관련', '대학생', '분위기', '지역', '부모', '조사', '맥주', '영국', '전체', '서울', '회복', '상징', '지금', '외국', '평균', '코로나', '일본', '가구', '유니클로', '대학', '유학생', '오늘', '통계', '앵커', '정도', '모습', '보물', '사진', '통화', '매출', '다음', '상황', '관심', '재팬', '부모님', '이번', '국내', '학생', '증가']",YTN
